singles_result_id
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47513838
47481773
47695672
47830359
47800284
47647717
47763886
47807938
47715106
48242665
48305171
48220454
48275616
48364420
48504100
48470935
48482587
48382460
49380307
49338030
49415493
49920107
49920105
49427001
49796902
49920112
47348345
47359560
47493914
47431537
47481773
47513838
47763886
47800284
47647717
47715106
