doubles_result_id
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
46113577
46131940
44096906
44115641
44756698
47280962
47301321
49920113
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
49907909
47108116
47049157
47136102
48125298
48104034
48101317
49920605
49847838
45183163
44491148
46443199
47014157
47136434
47144421
48328432
48470868
48568204
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
44115641
44096906
49920113
44756698
46113577
46131940
47280962
47301321
49907909
47108116
47049157
47136102
48125298
48104034
48101317
49907909
47108116
47049157
47136102
48125298
48104034
48101317
49907909
47108116
47049157
47136102
48125298
48104034
48101317
48101279
48101279
48101279
48101279
