eventId,eventName,eventStartDate,eventEndDate,drawName,resultDate,round,roundCode,matchId,winner1_id,winner1_name,winner1_utr,winner1_nationality,winner2_id,winner2_name,winner2_utr,winner2_nationality,loser1_id,loser1_name,loser1_utr,loser1_nationality,loser2_id,loser2_name,loser2_utr,loser2_nationality,opponent_utr,is_doubles,winnerSets,loserSets,tiebreakSets,sourceType,outcome,score_details,isWinner,win_margin,is_notable
65794,BOWIE High School at Lake Travis High School,2021-09-14 21:00:00,2021-09-15 04:59:00,Dual Match - Boys Doubles,2021-09-14 21:00:00,,,27802795,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,2087388,Satvik Raghunathan,,USA,4683346,Colin Doles,,USA,,True,"[6, 7, 0, 0, 0, 0]","[4, 5, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,4,False
64525,Westwood High School at Lake Travis High School,2021-09-08 21:00:00,2021-09-09 04:59:00,Dual Match - Boys Doubles,2021-09-08 21:00:00,,,27663981,4665427,Austin Beckham,,USA,4030701,Anmay Devaraj,11.24,USA,4008813,Aashish Dhanani,11.1,USA,3107554,Aadhi Raja,9.31,USA,10.205,True,"[6, 7, 0, 0, 0, 0]","[4, 6, 0, 0, 0, 0]","[None, 7, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 6, 'tiebreak': 2, 'winnerTiebreak': 7}}",True,3,False
63135,Lake Travis High School at Round Rock High School,2021-08-31 21:00:00,2021-09-01 04:59:00,Dual Match - Doubles,2021-08-31 21:00:00,,,27541699,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,3067399,Ethan Martelli,9.62,USA,1510756,Rohil Vinnakota,,USA,9.62,True,"[7, 7, 0, 0, 0, 0]","[6, 5, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
63135,Lake Travis High School at Round Rock High School,2021-08-31 21:00:00,2021-09-01 04:59:00,Dual Match - Singles,2021-08-31 21:00:00,,,27541734,4030701,Anmay Devaraj,11.24,USA,,,,,3067399,Ethan Martelli,9.62,USA,,,,,9.62,True,"[8, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
61895,Reagan High School at Lake Travis High School,2021-08-20 13:00:00,2021-08-21 04:59:00,Dual Match - Singles,2021-08-20 13:00:00,,,27370903,4030701,Anmay Devaraj,11.24,USA,,,,,197741,Kyle Totorica,10.96,USA,,,,,10.96,True,"[8, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
61895,Reagan High School at Lake Travis High School,2021-08-20 13:00:00,2021-08-21 04:59:00,Dual Match - Doubles,2021-08-20 13:00:00,,,27370919,4665427,Austin Beckham,,USA,4030701,Anmay Devaraj,11.24,USA,3017030,Jon Totorica,10.56,USA,2660902,Joseph Snyman,9.73,USA,10.145,True,"[6, 7, 0, 0, 0, 0]","[2, 6, 0, 0, 0, 0]","[None, 9, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 6, 'tiebreak': 7, 'winnerTiebreak': 9}}",True,5,False
62435,The Woodlands High School at Lake Travis High School,2021-08-20 13:00:00,2021-08-21 04:59:00,Boys Singles,2021-08-20 13:00:00,,,27449586,4030701,Anmay Devaraj,11.24,USA,,,,,3107623,Cal Riggs,10.42,USA,,,,,10.42,True,"[8, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
62435,The Woodlands High School at Lake Travis High School,2021-08-20 13:00:00,2021-08-21 04:59:00,Dual Match - Boys Doubles,2021-08-20 13:00:00,,,27449607,4665427,Austin Beckham,,USA,4030701,Anmay Devaraj,11.24,USA,1887354,Carson Moore,,USA,3107623,Cal Riggs,10.42,USA,,True,"[8, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}}",True,2,False
61314,Lake Travis High School at Plano West,2021-08-14 13:00:00,2021-08-15 04:59:00,Boys Singles,2021-08-14 13:00:00,,,27322483,4030701,Anmay Devaraj,11.24,USA,,,,,3067381,Ethan Scribner,11.62,USA,,,,,11.62,True,"[6, 4, 0, 0, 0, 0]","[4, 2, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,4,False
61002,Lake Travis High School at  Allen High School,2021-08-13 18:30:00,2021-08-14 04:59:00,Boys Singles,2021-08-13 18:30:00,,,27263916,4030701,Anmay Devaraj,11.24,USA,,,,,3095157,Tejas Ram,9.45,USA,,,,,9.45,True,"[8, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}}",True,2,False
61002,Lake Travis High School at  Allen High School,2021-08-13 18:30:00,2021-08-14 04:59:00,Boys Doubles,2021-08-13 18:30:00,,,27263931,4665427,Austin Beckham,,USA,4030701,Anmay Devaraj,11.24,USA,1717500,Rahul Vuggumudi,,USA,249788,Alessandro Mayrhofer,,USA,,True,"[6, 6, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
62438,Georgetown High School  at Lake Travis High School,2021-08-10 13:00:00,2021-08-11 04:59:00,Boys Singles,2021-08-10 13:00:00,,,27449627,4030701,Anmay Devaraj,11.24,USA,,,,,2089242,Zachary Miller,,USA,,,,,,True,"[8, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
62438,Georgetown High School  at Lake Travis High School,2021-08-10 13:00:00,2021-08-11 04:59:00,Dual Match - Boys Doubles,2021-08-10 13:00:00,,,27449642,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,2089242,Zachary Miller,,USA,1345376,Alex Sieckmann,,USA,,True,"[6, 6, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,12,True
1575570,Austin Tennis Academy Section Designated Boys' and Girls' 14's & 18's,2021-07-10 00:00:00,2021-07-11 00:00:00,Boys' 18 & under singles,2021-07-11 15:15:00,Final,Final,26588004,4030701,Anmay Devaraj,11.24,USA,,,,,2929852,Leo Alejandro Antonio,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
1575570,Austin Tennis Academy Section Designated Boys' and Girls' 14's & 18's,2021-07-10 00:00:00,2021-07-11 00:00:00,Boys' 18 & under singles,2021-07-11 10:45:00,Semifinals,Semifinals,26588002,4030701,Anmay Devaraj,11.24,USA,,,,,251580,Bernardo Clemente,9.66,USA,,,,,9.66,True,"[6, 7, 0, 0, 0, 0]","[4, 5, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,4,False
1575570,Austin Tennis Academy Section Designated Boys' and Girls' 14's & 18's,2021-07-10 00:00:00,2021-07-11 00:00:00,Boys' 18 & under singles,2021-07-11 08:00:00,Quarterfinals,Quarterfinals,26587999,4030701,Anmay Devaraj,11.24,USA,,,,,226449,Denver Holden,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,9,False
1575570,Austin Tennis Academy Section Designated Boys' and Girls' 14's & 18's,2021-07-10 00:00:00,2021-07-11 00:00:00,Boys' 18 & under singles,2021-07-10 15:40:00,Round of 16,R16,26569254,4030701,Anmay Devaraj,11.24,USA,,,,,4008813,Aashish Dhanani,11.1,USA,,,,,11.1,True,"[6, 6, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,9,False
1575570,Austin Tennis Academy Section Designated Boys' and Girls' 14's & 18's,2021-07-10 00:00:00,2021-07-11 00:00:00,Boys' 18 & under singles,2021-07-10 09:00:00,Round of 32,R32,26569231,4030701,Anmay Devaraj,11.24,USA,,,,,207249,Jette Payne,,USA,,,,,,True,"[4, 4, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 4, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under singles,2021-06-23 14:50:00,C-R16,C-R16,26211951,4030701,Anmay Devaraj,11.24,USA,,,,,171209,Jerry Barton,12.45,USA,,,,,12.45,True,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, None]",sanctioned,W,{},True,0,False
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under singles,2021-06-23 11:00:00,,,26211937,4030701,Anmay Devaraj,11.24,USA,,,,,3067381,Ethan Scribner,11.62,USA,,,,,11.62,True,"[6, 6, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under singles,2021-06-22 14:30:00,C-R32,C-R32,26205695,4030701,Anmay Devaraj,11.24,USA,,,,,207956,Devan Sabapathy,9.23,USA,,,,,9.23,True,"[6, 4, 1, 0, 0, 0]","[4, 6, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 2, 'winnerTiebreak': 10}}",True,1,False
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under singles,2021-06-21 11:30:00,Round of 64,R64,26186912,4030701,Anmay Devaraj,11.24,USA,,,,,260921,Arjun Kumar,10.25,USA,,,,,10.25,True,"[6, 6, 0, 0, 0, 0]","[2, 4, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under singles,2021-06-20 10:30:00,Round of 128,R128,26171673,4030701,Anmay Devaraj,11.24,USA,,,,,1326155,Richard Vo,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,10,True
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under doubles,2021-06-19 15:30:00,Round of 32,R32,26156884,197742,Jacob Riezebeek,,USA,4030701,Anmay Devaraj,11.24,USA,167339,Romain Roussel,11.41,FRA,2818875,Reed Hightower,,USA,11.41,True,"[8, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
1550157,The Texas Slam,2021-06-19 00:00:00,2021-06-27 00:00:00,Boys' 18 & under doubles,2021-06-19 13:00:00,Round of 64,R64,26156882,197742,Jacob Riezebeek,,USA,4030701,Anmay Devaraj,11.24,USA,3061202,Connor Smillie,12.51,USA,185243,Davis Wallin,,USA,12.51,True,"[9, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, 0]","[8, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 9, 'loser': 8, 'tiebreak': 6, 'winnerTiebreak': 8}}",True,1,False
42024,$1000 Prize Money April UTR Open @ Austin Tennis Academy - with Separate Ladies A Draw,2021-04-24 13:00:00,2021-04-26 01:00:00,A Men's $Singles$,2021-04-25 13:00:00,Semifinals,,25356926,4432012,Alan Magadan,13.25,USA,,,,,4030701,Anmay Devaraj,11.24,USA,,,,,13.25,True,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,L,{},False,0,False
42024,$1000 Prize Money April UTR Open @ Austin Tennis Academy - with Separate Ladies A Draw,2021-04-24 13:00:00,2021-04-26 01:00:00,A Men's $Singles$,2021-04-24 20:30:00,Quarterfinals,,25355897,4030701,Anmay Devaraj,11.24,USA,,,,,3565877,Christopher Doyal,,USA,,,,,,True,"[4, 6, 1, 0, 0, 0]","[6, 3, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 4, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 6, 'winnerTiebreak': 10}}",True,2,False
42024,$1000 Prize Money April UTR Open @ Austin Tennis Academy - with Separate Ladies A Draw,2021-04-24 13:00:00,2021-04-26 01:00:00,A Men's $Singles$,2021-04-24 15:45:00,Round of 16,,25353559,4030701,Anmay Devaraj,11.24,USA,,,,,1946640,Heriberto Franco Ramirez,,USA,,,,,,True,"[5, 6, 1, 0, 0, 0]","[7, 4, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 5, 'loser': 7, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 5, 'winnerTiebreak': 10}}",True,1,False
42024,$1000 Prize Money April UTR Open @ Austin Tennis Academy - with Separate Ladies A Draw,2021-04-24 13:00:00,2021-04-26 01:00:00,A Men's $Singles$,2021-04-24 17:00:00,Finals,,25359985,105002,Anesh Jayasundera,,USA,,,,,4030701,Anmay Devaraj,11.24,USA,,,,,,True,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,L,{},False,0,False
47448,Westwood Invitational,2021-04-01 13:00:00,2021-04-01 22:00:00,A Boys Singles,2021-04-04 22:32:54,Semifinals,,25140755,4030701,Anmay Devaraj,11.24,USA,,,,,3017030,Jon Totorica,10.56,USA,,,,,10.56,True,"[6, 6, 6, 0, 0, 0]","[2, 7, 1, 0, 0, 0]","[None, 4, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 7, 'tiebreak': 7, 'winnerTiebreak': 4}, '3': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
47448,Westwood Invitational,2021-04-01 13:00:00,2021-04-01 22:00:00,A Boys Singles,2021-04-01 22:32:13,Quarterfinals,,25140748,4030701,Anmay Devaraj,11.24,USA,,,,,136498,Marco Nilsson,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,12,True
41474,2021 Waco Midway Mike Nesbit Tournament,2021-03-26 12:00:00,2021-03-27 01:00:00,Men’s Singles A - WRTC ,2021-03-27 00:03:33,Finals,,25054755,4030701,Anmay Devaraj,11.24,USA,,,,,4685289,Kael Peterson,,USA,,,,,,True,"[8, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
41474,2021 Waco Midway Mike Nesbit Tournament,2021-03-26 12:00:00,2021-03-27 01:00:00,Men’s Singles A - WRTC ,2021-03-26 22:15:01,Semifinals,,25054187,4030701,Anmay Devaraj,11.24,USA,,,,,254621,Avi Kumar,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
42985,2021 LTHS/ATA Pat Whittlesey Invitational,2021-03-10 13:00:00,2021-03-11 03:00:00,A Boys' Doubles ,2021-03-10 22:20:52,Finals,,24866505,4685289,Kael Peterson,,USA,4030701,Anmay Devaraj,11.24,USA,1983218,Leon Chen,10.14,USA,202711,Daniel Xiong,,USA,10.14,True,"[4, 5, 0, 0, 0, 0]","[1, 3, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 4, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 5, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
42985,2021 LTHS/ATA Pat Whittlesey Invitational,2021-03-10 13:00:00,2021-03-11 03:00:00,A Boys' Doubles ,2021-03-10 20:08:04,Semifinals,,24863188,4685289,Kael Peterson,,USA,4030701,Anmay Devaraj,11.24,USA,4227406,Alek Mesarovic,9.5,USA,1906222,Aditya Paravasthuramesh,7.55,USA,8.525,True,"[0, 4, 1, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 0, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 6, 'winnerTiebreak': 10}}",True,1,False
33523,Lake Travis High School at Westlake High School,2020-10-27 12:00:00,2020-10-28 04:59:00,Boys Singles,2020-10-27 12:00:00,,,23790295,4030701,Anmay Devaraj,11.24,USA,,,,,197742,Jacob Riezebeek,,USA,,,,,,True,"[7, 4, 0, 0, 0, 0]","[6, 5, 0, 0, 0, 0]","[7, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 6, 'tiebreak': 5, 'winnerTiebreak': 7}, '2': {'winner': 4, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,0,False
1332716,NEW ATA Super Champ Level 4 (SCMZ 16s_18s),2020-10-10 00:00:00,2020-10-12 00:00:00,Boys' 18 Singles,2020-10-12 00:00:00,Round 1,R1,23588946,1474409,Huey Huang,,USA,,,,,4030701,Anmay Devaraj,11.24,USA,,,,,,True,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, None]",sanctioned,L,{},False,0,False
31651,Austin High School at Lake Travis High School,2020-10-06 21:30:00,2020-10-07 04:59:00,Dual Match - Boys Doubles,2020-10-06 21:30:00,,,23575310,4192884,william wang,9.18,USA,4030701,Anmay Devaraj,11.24,USA,1944848,Brendan Kolerich,,USA,709449,Henry Leyden,,USA,,True,"[8, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
30836,BOWIE High School at Lake Travis High School,2020-09-28 21:00:00,2020-09-29 04:59:00,Dual Match - Boys Doubles,2020-09-28 21:00:00,,,23453597,4192884,william wang,9.18,USA,4030701,Anmay Devaraj,11.24,USA,226472,Connor Russell,,USA,1962168,Alex Johnson,,USA,,True,"[8, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
30236,Dripping Springs HS at Lake Travis High School,2020-09-25 21:00:00,2020-09-26 04:59:00,Dual Match - Boys Doubles,2020-09-25 21:00:00,,,23354058,4192884,william wang,9.18,USA,4030701,Anmay Devaraj,11.24,USA,149372,Henry Lovelace,,USA,214182,Aidan Johannsen,,USA,,True,"[8, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
17885,2020 LTHS/ATA Pat Whittlesey Invitational,2020-03-11 12:00:00,2020-03-12 02:00:00,A Boys Doubles,2020-03-11 20:27:01,Semifinals,,20189575,4192884,william wang,9.18,USA,4030701,Anmay Devaraj,11.24,USA,4832239,Finnegan Tankersley,,USA,3107554,Aadhi Raja,9.31,USA,,True,"[6, 6, 0, 0, 0, 0]","[4, 1, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
17885,2020 LTHS/ATA Pat Whittlesey Invitational,2020-03-11 12:00:00,2020-03-12 02:00:00,A Boys Doubles,2020-03-11 20:25:55,Quarterfinals,,20189460,4192884,william wang,9.18,USA,4030701,Anmay Devaraj,11.24,USA,207956,Devan Sabapathy,9.23,USA,197742,Jacob Riezebeek,,USA,9.23,True,"[8, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
16282,UTR National HS Team Tennis Championships - Men’s Diamond Division,2020-02-28 13:00:00,2020-03-01 02:00:00,R16 - Lake Travis vs Louisiana Catholic - Singles ,2020-03-01 14:53:32,,,20036623,4030701,Anmay Devaraj,11.24,USA,,,,,133438,Charles Fremaux,10.61,USA,,,,,10.61,True,"[5, 6, 1, 0, 0, 0]","[7, 4, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 5, 'loser': 7, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 8, 'winnerTiebreak': 10}}",True,1,False
1015806,Austin Tennis Academy Super Champ Excellence (SCMZ 14_18),2020-02-01 00:00:00,2020-02-02 00:00:00,Boys' 18 Singles - C - Rottweiler,2020-02-02 00:00:00,Semifinals,SF,19605160,4030701,Anmay Devaraj,11.24,USA,,,,,890619,Yuching Tiger Cheung,,USA,,,,,,True,"[6, 4, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
1015806,Austin Tennis Academy Super Champ Excellence (SCMZ 14_18),2020-02-01 00:00:00,2020-02-02 00:00:00,Boys' 18 Singles - C - Rottweiler,2020-02-02 00:00:00,Quarterfinals,QF,19605178,4030701,Anmay Devaraj,11.24,USA,,,,,3820735,Edward Shteyn,8.6,USA,,,,,8.6,True,"[6, 6, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
1015806,Austin Tennis Academy Super Champ Excellence (SCMZ 14_18),2020-02-01 00:00:00,2020-02-02 00:00:00,Boys' 18 Singles - C - Rottweiler,2020-02-02 00:00:00,Round of 16,16,19605217,4030701,Anmay Devaraj,11.24,USA,,,,,1785188,Pope Rivera,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,10,True
14329,Lake Travis High School at Plano West,2019-10-31 13:00:00,2019-11-01 04:59:00,Dual Match - Boys Doubles,2019-09-24 21:00:00,,,18515387,4030701,Anmay Devaraj,11.24,USA,4323115,Benjamin Wang,,USA,3897744,Purushotham Koduri,9.78,USA,3067381,Ethan Scribner,11.62,USA,10.7,True,"[7, 6, 0, 0, 0, 0]","[6, 2, 0, 0, 0, 0]","[7, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 6, 'tiebreak': 4, 'winnerTiebreak': 7}, '2': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
