eventId,eventName,eventStartDate,eventEndDate,drawName,resultDate,round,roundCode,matchId,winner1_id,winner1_name,winner1_utr,winner1_nationality,winner2_id,winner2_name,winner2_utr,winner2_nationality,loser1_id,loser1_name,loser1_utr,loser1_nationality,loser2_id,loser2_name,loser2_utr,loser2_nationality,opponent_utr,is_doubles,winnerSets,loserSets,tiebreakSets,sourceType,outcome,score_details,isWinner,win_margin,is_notable
2071201,Toledo Everybody vs Cancer Invite,2023-09-22 00:00:00,2023-09-24 00:00:00,,2023-09-24 00:00:00,,,41646764,4030701,Anmay Devaraj,11.24,USA,,,,,1874029,Jan Jauch,11.49,SUI,,,,,11.49,True,"[6, 6, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
2071201,Toledo Everybody vs Cancer Invite,2023-09-22 00:00:00,2023-09-24 00:00:00,,2023-09-24 00:00:00,,,41647039,4030701,Anmay Devaraj,11.24,USA,,,,,4580491,Luca McManus,10.27,USA,,,,,10.27,True,"[6, 6, 0, 0, 0, 0]","[4, 1, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
2071120,Kenyon Invitational,2023-09-15 00:00:00,2023-09-17 00:00:00,,2023-09-17 00:00:00,,,41638695,4030701,Anmay Devaraj,11.24,USA,,,,,129750,Akshay Joshi,9.89,USA,,,,,9.89,True,"[6, 6, 0, 0, 0, 0]","[2, 4, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
2071120,Kenyon Invitational,2023-09-15 00:00:00,2023-09-17 00:00:00,,2023-09-17 00:00:00,,,41638765,4030701,Anmay Devaraj,11.24,USA,,,,,1881335,Anthony Payiavlas,10.84,USA,,,,,10.84,True,"[6, 7, 0, 0, 0, 0]","[4, 5, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,4,False
2071120,Kenyon Invitational,2023-09-15 00:00:00,2023-09-17 00:00:00,,2023-09-17 00:00:00,,,41638914,4197440,Ethan Green,11.61,USA,,,,,4030701,Anmay Devaraj,11.24,USA,,,,,11.61,True,"[7, 3, 1, 0, 0, 0]","[6, 6, 0, 0, 0, 0]","[None, None, 12, 0, 0, None]",sanctioned,L,"{'1': {'winner': 7, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 3, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 10, 'winnerTiebreak': 12}}",False,-1,False
2071120,Kenyon Invitational,2023-09-15 00:00:00,2023-09-17 00:00:00,,2023-09-17 00:00:00,,,41638778,98324,Sahil Dayal,9.85,USA,4030701,Anmay Devaraj,11.24,USA,4475162,Paulo POCASANGRE,11.07,CRC,1060816,Eliezer Gonzalez,10.12,VEN,10.594999999999999,True,"[6, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
2071120,Kenyon Invitational,2023-09-15 00:00:00,2023-09-17 00:00:00,,2023-09-17 00:00:00,,,41638956,98324,Sahil Dayal,9.85,USA,4030701,Anmay Devaraj,11.24,USA,2844251,Colin Gramley,10.25,USA,4197440,Ethan Green,11.61,USA,10.93,True,"[8, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
144212,Universal Tennis College Circuit at Northwestern University (July 21 - 24),2023-07-21 13:00:00,2023-07-25 01:00:00,Men's Singles A,2023-07-22 16:30:00,Round of 16,,40153212,4030701,Anmay Devaraj,11.24,USA,,,,,4212442,Matthew Plunkett,11.12,USA,,,,,11.12,True,"[7, 6, 0, 0, 0, 0]","[5, 1, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
144212,Universal Tennis College Circuit at Northwestern University (July 21 - 24),2023-07-21 13:00:00,2023-07-25 01:00:00,Men's Singles A,2023-07-21 23:45:00,Round of 32,,40139239,4030701,Anmay Devaraj,11.24,USA,,,,,2894835,Evan Erb,11.09,USA,,,,,11.09,True,"[6, 6, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
144212,Universal Tennis College Circuit at Northwestern University (July 21 - 24),2023-07-21 13:00:00,2023-07-25 01:00:00,Men's Doubles A,2023-07-22 13:00:00,Round of 16,,40147235,3902535,Rohan Bhat,9.89,USA,4030701,Anmay Devaraj,11.24,USA,680966,Miguel Agustin FLORES CEPEDA,,MEX,1402179,Carlos Bernardo Flores Cepeda,8.47,MEX,,True,"[6, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}}",True,2,False
169324,North Central College at Case Western Reserve University,2023-04-08 15:00:00,2023-04-09 04:59:00,Dual Match - Singles,2023-04-08 15:00:00,,,37700557,4030701,Anmay Devaraj,11.24,USA,,,,,4270689,Colten Way,,AUS,,,,,,True,"[6, 6, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,9,False
1947774,Dual Match: Lake Forest College vs Case Western Reserve University,2023-04-07 00:00:00,2023-04-07 00:00:00,#2 Singles,2023-04-07 00:00:00,,,38136905,4030701,Anmay Devaraj,11.24,USA,,,,,149043,Daniel Tulchinskiy,8.43,USA,,,,,8.43,True,"[6, 6, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
1920557,Dual Match: Skidmore College vs Case Western Reserve University,2023-03-15 00:00:00,2023-03-15 00:00:00,#3 Doubles,2023-03-15 00:00:00,,,37408625,4212442,Matthew Plunkett,11.12,USA,4030701,Anmay Devaraj,11.24,USA,2429710,Joseph Wilkanowski,,COL,4344425,Kyle Lundberg,9.72,USA,,True,"[8, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
1920458,Dual Match: SUNY Oneonta vs Case Western Reserve University,2023-03-14 00:00:00,2023-03-14 00:00:00,#3 Singles,2023-03-14 00:00:00,,,37404836,4030701,Anmay Devaraj,11.24,USA,,,,,151218,Jacob Dornsife,9.09,USA,,,,,9.09,True,"[6, 6, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,11,True
1920458,Dual Match: SUNY Oneonta vs Case Western Reserve University,2023-03-14 00:00:00,2023-03-14 00:00:00,#3 Doubles,2023-03-14 00:00:00,,,37405113,4844808,Benjamin Martin,10.24,USA,4030701,Anmay Devaraj,11.24,USA,3344706,Noah Matthew Khair,7.18,IND,298167,Joshua Mann,,USA,7.18,True,"[8, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
157320,Florida Palms University at Case Western Reserve University,2023-03-11 21:00:00,2023-03-12 04:59:00,Dual Match - Doubles,2023-03-11 21:00:00,,,37154545,4212442,Matthew Plunkett,11.12,USA,4030701,Anmay Devaraj,11.24,USA,3599498,Nicolò Marchetti,9.72,ITA,3924724,Dex Leyers,9.13,BEL,9.425,True,"[8, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
157320,Florida Palms University at Case Western Reserve University,2023-03-11 21:00:00,2023-03-12 04:59:00,Dual Match - Singles,2023-03-11 21:00:00,,,37154888,4030701,Anmay Devaraj,11.24,USA,,,,,3924724,Dex Leyers,9.13,BEL,,,,,9.13,True,"[6, 6, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,12,True
1902973,Dual Match: Oberlin College vs Case Western Reserve University,2023-02-19 00:00:00,2023-02-19 00:00:00,#2 Singles,2023-02-19 00:00:00,,,36844272,4030701,Anmay Devaraj,11.24,USA,,,,,1623664,Rohan Gold,9.72,USA,,,,,9.72,True,"[2, 6, 1, 0, 0, 0]","[6, 1, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 2, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,2,False
1915063,Dual Match: John Carroll University vs Case Western Reserve University,2023-02-17 00:00:00,2023-02-17 00:00:00,#5 Singles,2023-02-17 00:00:00,,,37273939,4030701,Anmay Devaraj,11.24,USA,,,,,2743613,Philip Gorun,7.87,USA,,,,,7.87,True,"[6, 6, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,11,True
148927,College of Wooster at Case Western Reserve University,2023-02-11 20:00:00,2023-02-12 04:59:00,Dual Match - Singles,2023-02-11 20:00:00,,,36668310,4030701,Anmay Devaraj,11.24,USA,,,,,2738961,Alexander Anikeeff,5.0,USA,,,,,5.0,True,"[6, 6, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,12,True
1946168,"Dual Match: Wittenberg University vs Case Western Reserve Univ,",2023-02-11 00:00:00,2023-02-11 00:00:00,#3 Singles,2023-02-11 00:00:00,,,38079776,4030701,Anmay Devaraj,11.24,USA,,,,,4743348,Mark Trinka,7.91,USA,,,,,7.91,True,"[6, 6, 0, 0, 0, 0]","[4, 1, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,7,False
1862236,Everybody vs Cancer Invite,2022-10-14 00:00:00,2022-10-16 00:00:00,DOUBLES,2022-10-16 00:00:00,,,34918773,3902535,Rohan Bhat,9.89,USA,4030701,Anmay Devaraj,11.24,USA,3681921,Matias Olivero,11.28,CHI,281649,Luis Kleinschnitz,,GER,11.28,True,"[8, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,3,False
1854546,Kenyon Invite,2022-09-30 00:00:00,2022-10-01 00:00:00,SINGLES,2022-10-01 00:00:00,,,34664421,4030701,Anmay Devaraj,11.24,USA,,,,,4344484,Logan Langovsky,9.77,USA,,,,,9.77,True,"[6, 6, 0, 0, 0, 0]","[1, 3, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,8,False
1854546,Kenyon Invite,2022-09-30 00:00:00,2022-10-01 00:00:00,SINGLES,2022-10-01 00:00:00,,,34664466,4030701,Anmay Devaraj,11.24,USA,,,,,100800,Matthew Poh,10.59,USA,,,,,10.59,True,"[6, 3, 1, 0, 0, 0]","[3, 6, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 3, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 4, 'winnerTiebreak': 10}}",True,1,False
1854546,Kenyon Invite,2022-09-30 00:00:00,2022-10-01 00:00:00,DOUBLES,2022-10-01 00:00:00,,,34725871,4030701,Anmay Devaraj,11.24,USA,4212420,Justin Prochnow,9.58,USA,115833,Rakkan Audeh,9.64,USA,3920645,Jacob Smith,,USA,9.64,True,"[8, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}}",True,2,False
1850565,Big Red Invitational,2022-09-24 00:00:00,2022-09-25 00:00:00,SINGLES,2022-09-25 00:00:00,,,34571297,4030701,Anmay Devaraj,11.24,USA,,,,,4212403,Archie Turner,9.44,GBR,,,,,9.44,True,"[6, 7, 0, 0, 0, 0]","[2, 5, 0, 0, 0, 0]","[None, None, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
1850565,Big Red Invitational,2022-09-24 00:00:00,2022-09-25 00:00:00,SINGLES,2022-09-25 00:00:00,,,34571302,4030701,Anmay Devaraj,11.24,USA,,,,,4212401,Milan Gonela,11.03,USA,,,,,11.03,True,"[6, 4, 1, 0, 0, 0]","[2, 6, 0, 0, 0, 0]","[None, None, 11, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 9, 'winnerTiebreak': 11}}",True,3,False
1850565,Big Red Invitational,2022-09-24 00:00:00,2022-09-25 00:00:00,DOUBLES,2022-09-25 00:00:00,,,34598559,4030701,Anmay Devaraj,11.24,USA,365498,Pranav Ikkurthy,,USA,4227790,harshal rukhaiyar,9.16,FIN,1717328,Aidan Biglow,,USA,9.16,True,"[8, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, 0, 0, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
102839,Lake Travis High School at Reagan High School,2022-04-12 18:00:00,2022-04-13 04:59:00,Dual Match - Singles,2022-04-12 18:00:00,,,31003592,4030701,Anmay Devaraj,11.24,USA,,,,,2660902,Joseph Snyman,9.73,USA,,,,,9.73,True,"[6, 6, 3, 0, 0, 0]","[4, 7, 0, 0, 0, 0]","[None, 5, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 7, 'tiebreak': 7, 'winnerTiebreak': 5}, '3': {'winner': 3, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}}",True,4,False
76868,Waco Midway Mike Nesbit HS Tournament,2022-03-25 12:00:00,2022-03-26 01:00:00,WRTC - Mens A Doubles,2022-03-25 13:30:00,Quarterfinals,,30590774,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,3897744,Purushotham Koduri,9.78,USA,214155,Kaemon Shiao,7.2,USA,8.49,True,"[7, 4, 1, 0, 0, 0]","[5, 6, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 8, 'winnerTiebreak': 10}}",True,1,False
91505,WESTWOOD INVITATIONAL,2022-03-04 13:00:00,2022-03-12 02:00:00,A Boys Doubles,2022-03-07 21:02:12,Quarterfinals,,30167885,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,234953,Roan Erwin,,USA,2883638,Brayden Effler,9.33,USA,,True,"[6, 6, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,10,True
84122,2022 LTHS/ATA Pat Whittlesey Invitational,2022-03-09 14:00:00,2022-03-10 02:00:00,A Boys' Doubles,2022-03-09 20:12:05,Finals,,30253494,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,1983218,Leon Chen,10.14,USA,4227406,Alek Mesarovic,9.5,USA,9.82,True,"[4, 4, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 4, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
84122,2022 LTHS/ATA Pat Whittlesey Invitational,2022-03-09 14:00:00,2022-03-10 02:00:00,A Boys' Doubles,2022-03-09 18:10:52,Semifinals,,30251998,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,1510756,Rohil Vinnakota,,USA,3067399,Ethan Martelli,9.62,USA,,True,"[4, 5, 0, 0, 0, 0]","[1, 3, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 4, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 5, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
91107,Waco-Midway High School  at Lake Travis High School,2022-02-18 13:00:00,2022-02-19 05:59:00,Westwood Tournament  - Doubles,2022-02-18 13:00:00,,,29947178,4030701,Anmay Devaraj,11.24,USA,2531700,Valeriya Alexeykina,,SIN,3484340,Clay Gibson,8.38,USA,966793,Allison Lee,,USA,8.38,True,"[8, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
90472,2/11/22 Chap-Maroon Invitational,2022-02-16 06:00:00,2022-02-18 00:00:00,A Boys' Doubles,2022-02-16 04:01:32,Semifinals,,29912099,3107623,Cal Riggs,10.42,USA,3177022,Emilio Lopez del Olmo,,ESP,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,10.42,True,"[1, 7, 1, 0, 0, 0]","[6, 6, 0, 0, 0, 0]","[None, 8, 10, 0, 0, None]",sanctioned,L,"{'1': {'winner': 1, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 7, 'loser': 6, 'tiebreak': 6, 'winnerTiebreak': 8}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 4, 'winnerTiebreak': 10}}",False,-3,False
90472,2/11/22 Chap-Maroon Invitational,2022-02-16 06:00:00,2022-02-18 00:00:00,A Boys' Doubles,2022-02-16 04:00:19,Quarterfinals,,29912094,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,875998,Rohith Gajjala,,USA,1890784,Kyle Grimes,,USA,,True,"[5, 6, 1, 0, 0, 0]","[7, 4, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 5, 'loser': 7, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 7, 'winnerTiebreak': 10}}",True,1,False
90472,2/11/22 Chap-Maroon Invitational,2022-02-16 06:00:00,2022-02-18 00:00:00,A Boys' Doubles,2022-02-16 03:58:44,Round of 16,,29912088,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,361277,Patrick Beckage,,USA,1884795,Kapish Pendri,,USA,,True,"[8, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 8, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}}",True,5,False
73434,Houston Memorial Senior High School at Lake Travis High School,2021-10-28 16:30:00,2021-10-29 04:59:00,Dual Match - Boys Doubles,2021-10-28 16:30:00,,,28633259,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,2107876,Egor Morozov,10.92,USA,2511936,Thomas Raney,10.08,USA,10.5,True,"[7, 6, 0, 0, 0, 0]","[6, 1, 0, 0, 0, 0]","[7, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 6, 'tiebreak': 4, 'winnerTiebreak': 7}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
72393,Lake Travis High School at Westlake High School,2021-10-25 18:00:00,2021-10-26 04:59:00,Boys Singles,2021-10-25 18:00:00,,,28457587,4030701,Anmay Devaraj,11.24,USA,,,,,2627124,James Cockrell,,USA,,,,,,True,"[6, 6, 1, 0, 0, 0]","[3, 7, 0, 0, 0, 0]","[None, 5, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 3, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 7, 'tiebreak': 7, 'winnerTiebreak': 5}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 6, 'winnerTiebreak': 10}}",True,3,False
72410,Westlake High School at Lake Travis High School,2021-10-22 12:00:00,2021-10-23 04:59:00,Boys Singles,2021-10-22 12:00:00,,,28465989,4030701,Anmay Devaraj,11.24,USA,,,,,207956,Devan Sabapathy,9.23,USA,,,,,9.23,True,"[4, 6, 1, 0, 0, 0]","[6, 0, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 4, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 0, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 4, 'winnerTiebreak': 10}}",True,5,False
72410,Westlake High School at Lake Travis High School,2021-10-22 12:00:00,2021-10-23 04:59:00,Dual Match - Boys Doubles,2021-10-22 12:00:00,,,28466003,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,207249,Jette Payne,,USA,2627124,James Cockrell,,USA,,True,"[6, 6, 0, 0, 0, 0]","[2, 4, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 4, 'tiebreak': None, 'winnerTiebreak': None}}",True,6,False
72357,Westwood High School at Lake Travis High School,2021-10-19 19:00:00,2021-10-20 04:59:00,Dual Match - Boys Doubles,2021-10-19 19:00:00,,,28452893,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,4832239,Finnegan Tankersley,,USA,3107554,Aadhi Raja,9.31,USA,,True,"[7, 5, 1, 0, 0, 0]","[5, 7, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 7, 'loser': 5, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 5, 'loser': 7, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 7, 'winnerTiebreak': 10}}",True,1,False
72358,San Antonio Tom C. Clark High School at Lake Travis High School,2021-10-15 17:00:00,2021-10-16 04:59:00,Boys Singles,2021-10-15 17:00:00,,,28452855,4030701,Anmay Devaraj,11.24,USA,,,,,3838756,Andre Nguyen,,USA,,,,,,True,"[6, 6, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}}",True,10,True
72358,San Antonio Tom C. Clark High School at Lake Travis High School,2021-10-15 17:00:00,2021-10-16 04:59:00,Dual Match - Boys Doubles,2021-10-15 17:00:00,,,28452862,4030701,Anmay Devaraj,11.24,USA,2592020,Tre Fischer,,SRI,369393,Nathan Crow,,USA,4709014,Alexander Fux,,USA,,True,"[6, 4, 1, 0, 0, 0]","[1, 6, 0, 0, 0, 0]","[None, None, 10, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 4, 'loser': 6, 'tiebreak': None, 'winnerTiebreak': None}, '3': {'winner': 1, 'loser': 0, 'tiebreak': 5, 'winnerTiebreak': 10}}",True,4,False
72390,Austin High School at Lake Travis High School,2021-10-06 21:00:00,2021-10-07 04:59:00,Dual Match - Boys Doubles,2021-10-06 21:00:00,,,28457397,4030701,Anmay Devaraj,11.24,USA,4665427,Austin Beckham,,USA,116069,Akash Dhruva,,USA,2662753,Jude Strelitz-Block,,USA,,True,"[6, 6, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0]","[None, None, None, 0, 0, None]",sanctioned,W,"{'1': {'winner': 6, 'loser': 1, 'tiebreak': None, 'winnerTiebreak': None}, '2': {'winner': 6, 'loser': 2, 'tiebreak': None, 'winnerTiebreak': None}}",True,9,False
